ID,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,year,month,day
TRAIN_1142,32,Female,Not married,80,34797.78,1,Not changed,Rent,Saturday,Highway,0,No witness,100,Broker,0,6569.72,7.0,Large,39950.09,white,9024.90288497368,0,2017,AUG,27
TRAIN_1143,43,Female,Not married,65,37836.81,1,Changed,Own,Sunday,Local,0,No witness,23,Phone,0,5287.07,6.0,Medium,36247.11,other,7217.88037650128,0,2016,MAR,8
TRAIN_1144,38,Female,Married,77,36572.21,1,Changed,Own,Thursday,Local,0,No witness,88,Phone,1,1399.35,6.0,Large,13574.64,gray,4195.308293023896,0,2017,DEC,1
TRAIN_1145,46,Female,Married,63,38546.16,1,Changed,Rent,Wednesday,Local,0,Witness,99,Phone,0,3963.48,6.0,Large,22416.28,silver,6354.85166622264,0,2017,AUG,17
TRAIN_1146,62,Male,Married,78,41631.14,1,Changed,Own,Monday,Local,0,No witness,94,Phone,1,4837.96,3.0,Large,15867.73,black,6201.91849224832,0,2017,OCT,10
TRAIN_1147,30,Male,Married,61,34105.03,1,Changed,Rent,Wednesday,Highway,2,Witness,81,Online,1,4688.77,6.0,Medium,43589.36,red,6378.800375815361,0,2017,DEC,28
TRAIN_1148,51,Female,Married,71,39614.66,1,Changed,Own,Monday,Highway,1,No witness,57,Online,1,3373.59,7.0,Compact,20384.12,other,11830.657313423839,1,2017,APR,25
TRAIN_1149,24,Male,Married,83,31739.95,0,Changed,Rent,Tuesday,Local,0,Witness,62,Online,1,4361.42,3.0,Large,17519.36,other,6131.994545752639,0,2016,AUG,18
TRAIN_1150,38,Female,Married,72,36571.2,1,Changed,Own,Tuesday,Parking Lot,0,Witness,39,Phone,0,5277.85,9.0,Medium,47248.14,white,6628.564047558639,0,2017,MAY,10
TRAIN_1151,52,Male,Married,75,39809.12,1,Not changed,Rent,Sunday,Local,1,Witness,0,Phone,1,1437.19,6.0,Large,20589.01,silver,5598.7161518292,0,2017,AUG,14
TRAIN_1152,50,Male,Married,89,39402.29,1,Changed,Own,Saturday,Parking Lot,0,No witness,30,Broker,0,3933.84,7.0,Large,27731.47,white,15087.261605869038,0,2016,OCT,31
TRAIN_1153,51,Female,Married,49,39635.93,0,Changed,Own,Monday,Parking Lot,0,No witness,0,Phone,1,4929.19,7.0,Large,36645.38,blue,7626.32642370824,0,2017,JAN,25
TRAIN_1154,61,Male,Not married,79,41463.02,1,Changed,Own,Wednesday,Local,0,No witness,30,Broker,0,4567.13,7.0,Large,21001.42,silver,18378.56480634576,0,2017,MAR,2
TRAIN_1155,41,Female,Married,73,37364.22,1,Changed,Rent,Monday,Highway,5,No witness,70,Broker,1,3483.79,5.0,Large,20981.03,blue,11193.37678748152,1,2017,JUN,27
TRAIN_1156,57,Female,Not married,93,40779.38,1,Changed,Own,Saturday,Local,0,No witness,60,Broker,1,5277.11,5.0,Large,13401.7,gray,3310.2038692793117,0,2017,MAR,5
TRAIN_1157,45,Female,Married,78,38320.3,1,Not changed,Own,Thursday,Local,0,Witness,66,Broker,0,2783.11,13.0,Large,16317.81,silver,10180.90289416688,1,2017,MAR,31
TRAIN_1158,64,Male,Married,66,41962.33,1,Changed,Own,Saturday,Local,1,No witness,74,Phone,1,5244.06,7.0,Medium,17617.46,gray,7082.99480266952,1,2017,OCT,1
TRAIN_1159,38,Male,Married,71,36560.94,0,Changed,Own,Friday,Local,0,Witness,50,Broker,1,3751.47,2.0,Medium,21830.12,black,7044.821828974081,0,2016,AUG,14
TRAIN_1160,42,Female,Married,81,37608.3,1,Not changed,Rent,Sunday,Parking Lot,0,No witness,87,Broker,1,7008.86,7.0,Medium,18702.44,red,12521.915772709599,0,2017,JUL,10
TRAIN_1161,56,Male,Married,73,40560.61,0,Changed,Rent,Tuesday,Local,2,No witness,20,Phone,0,6826.06,5.0,Compact,26105.76,blue,4980.35414534904,0,2017,FEB,2
TRAIN_1162,43,Female,Not married,86,37837.82,0,Changed,Rent,Tuesday,Highway,0,No witness,86,Broker,0,6874.22,4.0,Compact,10891.68,black,10926.11897948224,1,2016,APR,7
TRAIN_1163,41,Female,Married,48,37358.86,0,Changed,Own,Saturday,Highway,0,No witness,82,Broker,0,2275.74,6.0,Medium,20208.49,white,15501.04388172896,0,2016,JUL,25
TRAIN_1164,54,Male,Married,90,40219.46,1,Not changed,Own,Thursday,Local,0,Witness,92,Broker,0,3415.99,6.0,Medium,4669.09,red,18610.41344928032,0,2016,JAN,22
TRAIN_1165,45,Male,Married,85,38333.47,1,Changed,Own,Wednesday,Local,0,No witness,50,Phone,1,2452.09,10.0,Compact,18879.36,gray,13263.05776271976,0,2017,SEP,7
TRAIN_1166,35,Female,Married,75,35712.38,0,Not changed,Own,Monday,Local,0,Witness,0,Phone,1,2585.31,8.0,Large,15522.44,blue,3029.742097043088,0,2016,OCT,5
TRAIN_1167,39,Male,Not married,92,36842.63,1,Not changed,Own,Saturday,Highway,0,No witness,10,Broker,0,4868.45,8.0,Large,19941.75,silver,12020.677335049599,0,2017,DEC,3
TRAIN_1168,36,Male,Not married,86,35994.91,1,Changed,Rent,Thursday,Parking Lot,0,No witness,69,Broker,0,7667.53,3.0,Compact,20951.81,white,12056.8358068828,0,2017,MAY,12
TRAIN_1169,41,Male,Not married,76,37340.64,0,Not changed,Rent,Sunday,Parking Lot,0,No witness,28,Online,0,1557.66,7.0,Medium,26556.28,silver,9683.16908066384,0,2016,OCT,25
TRAIN_1170,44,Male,Married,86,38094.01,0,Changed,Rent,Friday,Local,0,No witness,44,Phone,0,5310.52,5.0,Compact,29799.88,blue,5521.24047913128,1,2016,JUN,19
TRAIN_1171,41,Female,Not married,38,37356.84,1,Not changed,Rent,Monday,Local,0,No witness,0,Phone,0,7378.98,6.0,Compact,44712.56,white,4920.12989636384,0,2016,FEB,2
TRAIN_1172,25,Male,Not married,92,32187.52,0,Not changed,Own,Friday,Highway,1,Witness,7,Online,0,3606.93,9.0,Large,7194.23,red,23261.80055908344,0,2016,NOV,13
TRAIN_1173,30,Female,Not married,83,34083.1,1,Changed,Rent,Saturday,Highway,1,No witness,68,Online,0,12490.04,7.0,Medium,21973.76,red,12671.57392172552,0,2016,MAY,16
TRAIN_1174,45,Female,Not married,30,38322.33,1,Changed,Own,Thursday,Parking Lot,0,No witness,81,Phone,1,5713.86,7.0,Medium,14583.68,red,11823.08596029576,0,2017,OCT,27
TRAIN_1175,47,Male,Not married,95,38774.48,0,Changed,Rent,Saturday,Parking Lot,0,No witness,7,Broker,0,6261.82,9.0,Medium,11629.05,other,19613.4862038748,0,2016,JAN,17
TRAIN_1176,43,Male,Married,92,37846.31,0,Changed,Rent,Sunday,Parking Lot,0,Witness,50,Broker,1,4721.97,5.0,Compact,18182.23,white,13279.085281818481,0,2017,MAY,1
TRAIN_1177,39,Male,Married,73,36842.44,0,Not changed,Rent,Sunday,Parking Lot,1,No witness,51,Phone,1,8965.26,9.0,Medium,34131.61,gray,3505.4832207454956,1,2016,JUL,12
TRAIN_1178,33,Male,Married,89,35094.69,1,Changed,Own,Friday,Highway,0,No witness,71,Broker,0,3380.63,6.0,Compact,16340.74,gray,5257.40559883384,0,2016,JAN,23
TRAIN_1179,51,Female,Married,62,39619.72,0,Changed,Own,Thursday,Local,1,No witness,99,Phone,0,7124.13,8.0,Medium,33461.17,gray,12814.13431302056,0,2017,MAY,19
TRAIN_1180,43,Male,Married,81,37846.94,0,Not changed,Rent,Monday,Local,2,No witness,50,Broker,1,5856.05,6.0,Medium,29126.95,white,15019.688826289841,1,2016,AUG,10
TRAIN_1181,39,Male,Married,88,36837.38,0,Not changed,Rent,Saturday,Local,0,Witness,90,Broker,0,7664.39,5.0,Medium,37314.84,black,5678.33121387472,0,2016,NOV,7
TRAIN_1182,44,Male,Married,91,38079.84,0,Not changed,Rent,Saturday,Local,0,No witness,92,Broker,1,6814.97,3.0,Large,23846.39,silver,8371.7620702312,0,2016,MAR,7
TRAIN_1183,26,Male,Not married,82,32608.11,0,Not changed,Rent,Saturday,Highway,0,Witness,41,Online,0,2493.5,5.0,Large,41765.95,gray,11683.6761918172,0,2017,APR,2
TRAIN_1184,32,Male,Married,70,34748.38,1,Not changed,Own,Wednesday,Highway,0,No witness,13,Online,0,1462.78,3.0,Large,14786.99,other,11633.240480871598,0,2016,MAY,13
TRAIN_1185,76,Male,Married,79,43723.59,1,Not changed,Own,Monday,Highway,0,No witness,98,Online,0,12534.36,5.0,Large,17812.4,white,8848.49377581232,0,2017,MAR,14
TRAIN_1186,48,Male,Married,76,38987.13,1,Not changed,Own,Friday,Highway,0,No witness,98,Phone,0,2543.09,2.0,Large,18315.11,other,9404.60301091632,0,2016,MAY,22
TRAIN_1187,39,Male,Not married,87,36837.38,0,Not changed,Own,Wednesday,Highway,0,Witness,27,Broker,1,4530.04,6.0,Medium,16882.78,gray,11601.023936706639,0,2016,JAN,28
TRAIN_1188,52,Female,Not married,81,39814.18,1,Changed,Own,Wednesday,Parking Lot,5,No witness,88,Broker,1,1934.05,6.0,Compact,29549.71,silver,8940.77664183584,1,2017,MAR,2
TRAIN_1189,35,Female,Married,86,35702.21,1,Changed,Rent,Friday,Highway,0,No witness,98,Phone,0,2645.86,5.0,Medium,49269.17,white,6408.90208356768,1,2017,OCT,7
TRAIN_1190,39,Female,Married,84,36849.72,1,Not changed,Own,Monday,Local,0,No witness,23,Online,1,3904.69,2.0,Large,9181.66,blue,12854.84482097752,0,2017,FEB,1
TRAIN_1191,29,Male,Not married,79,33746.92,1,Changed,Rent,Friday,Local,1,No witness,49,Online,1,3633.74,5.0,Medium,12010.39,silver,13497.97593529304,1,2016,SEP,4
TRAIN_1192,46,Female,Not married,56,38548.67,0,Not changed,Own,Friday,Highway,0,Witness,3,Broker,1,5172.99,6.0,Large,18715.78,black,12792.17349304744,0,2016,JUL,24
TRAIN_1193,42,Male,Married,79,37599.86,1,Changed,Rent,Thursday,Parking Lot,0,No witness,90,Broker,1,4706.69,4.0,Large,11617.96,red,6713.3695946115995,0,2016,JAN,15
TRAIN_1194,54,Female,Married,91,40210.35,0,Not changed,Own,Thursday,Parking Lot,2,No witness,50,Phone,1,6407.69,3.0,Medium,8193.63,black,13629.57339350128,0,2016,JUN,18
TRAIN_1195,61,Female,Married,58,41463.02,1,Not changed,Own,Sunday,Local,0,Witness,76,Broker,0,4675.25,4.0,Compact,8878.07,red,15271.89522703072,0,2017,AUG,14
TRAIN_1196,38,Male,Married,62,36576.26,1,Changed,Own,Sunday,Highway,0,No witness,0,Broker,0,12900.81,8.0,Compact,35743.4,black,2625.14083669524,1,2017,MAR,13
TRAIN_1197,71,Female,Married,88,43013.62,1,Changed,Own,Sunday,Highway,0,No witness,71,Broker,1,6682.0,7.0,Compact,15039.7,blue,5816.698101770559,0,2017,NOV,6
TRAIN_1198,25,Female,Married,78,32187.52,0,Not changed,Rent,Sunday,Parking Lot,0,No witness,77,Online,0,5351.08,7.0,Compact,19893.16,blue,5743.394568288641,0,2016,JUN,28
TRAIN_1199,57,Male,Not married,79,40761.15,0,Changed,Own,Sunday,Local,0,No witness,3,Broker,0,4232.27,5.0,Large,19391.69,blue,16649.16590506616,0,2017,SEP,4
TRAIN_1200,38,Male,Not married,78,36572.21,0,Not changed,Rent,Thursday,Highway,1,No witness,94,Online,1,3802.93,7.0,Compact,33821.81,gray,10812.581096245362,0,2017,JUL,21
TRAIN_1201,40,Female,Married,66,37100.89,0,Changed,Own,Monday,Local,2,No witness,9,Online,0,4613.0,6.0,Large,16896.53,silver,11844.42232016248,0,2017,AUG,22
TRAIN_1202,46,Female,Married,91,38554.74,1,Changed,Own,Friday,Highway,0,Witness,0,Broker,1,4756.16,4.0,Compact,29136.33,red,1415.335707721088,1,2016,MAY,29
TRAIN_1203,40,Female,Married,86,37101.9,1,Not changed,Own,Wednesday,Highway,0,No witness,93,Broker,1,3030.2,3.0,Large,18104.82,black,12079.384849497439,0,2017,DEC,21
TRAIN_1204,46,Female,Married,69,38555.76,0,Changed,Own,Monday,Parking Lot,2,Witness,75,Phone,1,5511.5,9.0,Medium,12591.69,white,10429.73354530984,0,2016,FEB,23
TRAIN_1205,43,Male,Married,85,37859.48,1,Changed,Rent,Friday,Local,2,No witness,85,Broker,1,6382.44,13.0,Large,12989.56,blue,15292.89720794688,0,2017,JAN,29
TRAIN_1206,55,Male,Married,68,40383.37,1,Not changed,Own,Monday,Local,0,No witness,51,Broker,1,6100.46,4.0,Medium,8610.51,white,13668.64943711728,0,2017,JAN,11
TRAIN_1207,45,Male,Not married,78,38332.45,1,Changed,Own,Sunday,Highway,0,No witness,99,Broker,0,6093.19,9.0,Medium,26482.48,gray,13512.29801197464,0,2017,DEC,18
TRAIN_1208,40,Female,Married,84,37116.08,1,Changed,Own,Wednesday,Highway,0,No witness,93,Phone,0,3280.66,5.0,Compact,28207.5,white,3541.4233696772562,0,2017,OCT,12
TRAIN_1209,25,Male,Married,58,32178.4,1,Changed,Own,Saturday,Local,3,No witness,99,Online,1,9289.84,6.0,Medium,10845.42,white,8221.79551947856,0,2016,OCT,3
TRAIN_1210,60,Male,Married,26,41289.78,0,Changed,Own,Tuesday,Local,0,No witness,49,Broker,1,3312.82,5.0,Medium,17047.1,blue,9478.06571890288,0,2016,JAN,6
TRAIN_1211,39,Male,Married,82,36842.63,1,Not changed,Own,Tuesday,Local,2,Witness,97,Broker,1,2890.09,4.0,Medium,22692.88,white,15008.05008648224,0,2017,JAN,5
TRAIN_1212,53,Male,Not married,96,40006.81,1,Changed,Rent,Wednesday,Local,5,No witness,38,Online,1,5847.84,6.0,Large,19403.66,white,10020.32719847968,0,2016,AUG,19
TRAIN_1213,47,Male,Married,89,38762.89,1,Not changed,Rent,Monday,Parking Lot,0,No witness,50,Broker,0,8336.97,9.0,Large,20813.4,red,9331.727228298161,0,2017,JAN,4
TRAIN_1214,21,Male,Not married,83,30344.58,0,Not changed,Rent,Wednesday,Local,0,No witness,50,Phone,1,4468.83,5.0,Medium,20780.11,white,7712.7978690277605,1,2016,AUG,19
TRAIN_1215,23,Female,Married,81,31318.81,1,Changed,Own,Sunday,Local,1,Witness,26,Online,1,12804.33,7.0,Compact,56000.34,black,18119.06164800176,0,2017,JAN,24
TRAIN_1216,40,Female,Married,89,37107.98,1,Changed,Own,Sunday,Parking Lot,0,Witness,93,Broker,1,3842.71,6.0,Large,16040.54,white,15653.037956970162,0,2017,JAN,17
TRAIN_1217,43,Male,Not married,85,37867.58,1,Not changed,Own,Friday,Highway,1,No witness,19,Phone,0,2562.96,6.0,Large,22199.2,gray,18497.66168633864,1,2017,FEB,19
TRAIN_1218,38,Male,Married,48,36569.04,1,Changed,Own,Wednesday,Local,2,Witness,80,Broker,1,9823.2,10.0,Large,35858.43,silver,14310.36499966288,1,2016,JUL,22
TRAIN_1219,36,Female,Married,49,36014.16,1,Not changed,Rent,Sunday,Highway,0,No witness,19,Phone,1,5116.41,6.0,Compact,18693.75,white,12014.73895848072,0,2017,JUL,3
TRAIN_1220,31,Male,Married,89,34437.23,1,Changed,Own,Sunday,Local,3,No witness,59,Phone,1,1166.81,12.0,Compact,30289.86,red,13366.609840756239,0,2017,APR,3
TRAIN_1221,53,Male,Married,62,40026.87,0,Not changed,Own,Wednesday,Parking Lot,0,No witness,50,Broker,1,4481.33,4.0,Medium,13061.63,red,2864.3043337393524,0,2017,JUN,29
TRAIN_1222,37,Female,Not married,79,36289.56,1,Changed,Own,Friday,Highway,0,Witness,50,Broker,0,4202.0,6.0,Compact,44712.8,other,9294.86834691408,0,2016,FEB,13
TRAIN_1223,35,Female,Married,85,35694.15,1,Changed,Own,Monday,Local,0,No witness,52,Broker,0,5147.57,5.0,Medium,9912.44,gray,8990.321303048879,0,2016,JUN,15
TRAIN_1224,53,Female,Married,57,40017.95,1,Changed,Own,Thursday,Highway,0,No witness,0,Phone,0,1926.57,10.0,Medium,16489.91,red,12514.10318121224,0,2016,JUN,18
TRAIN_1225,39,Male,Married,83,36843.64,1,Changed,Own,Friday,Highway,1,No witness,63,Phone,1,9772.0,9.0,Compact,54192.38,silver,4153.19975873112,0,2017,AUG,19
TRAIN_1226,47,Male,Married,88,38772.01,1,Not changed,Rent,Sunday,Parking Lot,0,No witness,88,Broker,1,11071.15,5.0,Large,24056.73,black,5067.8167345477605,1,2017,AUG,14
TRAIN_1227,39,Male,Married,77,36841.61,0,Changed,Rent,Wednesday,Parking Lot,1,No witness,29,Phone,1,2149.11,4.0,Large,14597.43,red,8390.76062146584,1,2017,JAN,20
TRAIN_1228,45,Male,Married,41,38340.56,0,Changed,Own,Sunday,Local,0,Witness,36,Phone,1,6815.14,7.0,Large,14409.99,white,14317.64471581456,1,2017,JUN,5
TRAIN_1229,51,Male,Married,91,39633.9,0,Not changed,Own,Sunday,Local,0,Witness,1,Broker,1,3185.35,2.0,Medium,22170.96,silver,9245.57109292152,0,2017,JAN,31
TRAIN_1230,45,Male,Not married,89,38343.6,1,Not changed,Own,Wednesday,Local,0,No witness,70,Broker,1,9083.2,7.0,Compact,21488.33,other,6715.8413308176005,0,2017,JAN,6
TRAIN_1231,54,Male,Not married,46,40217.28,1,Not changed,Rent,Monday,Local,1,No witness,98,Broker,1,5041.38,7.0,Medium,14860.44,gray,7988.80327132176,0,2017,JUL,25
TRAIN_1232,64,Male,Not married,54,41951.01,1,Changed,Own,Sunday,Local,0,Witness,50,Broker,1,8106.98,4.0,Large,32177.93,gray,7463.36457101768,0,2016,MAY,10
TRAIN_1233,41,Female,Married,76,37348.74,0,Not changed,Rent,Friday,Parking Lot,0,No witness,0,Broker,0,6137.85,5.0,Large,51582.99,other,13868.172628447679,0,2016,DEC,11
TRAIN_1234,48,Male,Married,92,38972.95,1,Changed,Own,Tuesday,Parking Lot,2,No witness,17,Broker,1,4844.45,5.0,Medium,28868.99,gray,5531.7970436812,0,2016,JUL,21
TRAIN_1235,27,Male,Married,88,32994.56,0,Not changed,Rent,Tuesday,Local,2,Witness,0,Online,1,5874.71,4.0,Medium,30145.92,red,4425.6187329117365,0,2016,APR,28
TRAIN_1236,29,Male,Married,78,33736.79,1,Changed,Rent,Monday,Parking Lot,0,No witness,62,Online,0,6844.08,4.0,Compact,28854.79,silver,4090.9562878053284,0,2016,DEC,7
TRAIN_1237,42,Male,Married,83,37581.64,1,Changed,Own,Tuesday,Local,1,No witness,23,Broker,1,2343.16,6.0,Medium,23412.15,blue,11389.756608931519,0,2016,AUG,25
TRAIN_1238,47,Male,Married,65,38760.3,1,Not changed,Own,Wednesday,Local,2,No witness,83,Phone,1,9176.62,10.0,Large,17063.13,black,8257.01991384208,0,2016,SEP,2
TRAIN_1239,35,Female,Not married,74,35708.29,1,Changed,Rent,Saturday,Parking Lot,0,No witness,87,Broker,0,7757.25,11.0,Compact,27711.76,blue,2369.6788746286798,0,2017,JUN,25
TRAIN_1240,67,Female,Married,58,42436.32,1,Not changed,Rent,Thursday,Local,0,No witness,50,Phone,0,7425.48,5.0,Medium,12564.18,black,3729.2431489598807,0,2017,JUL,7
TRAIN_1241,40,Male,Married,88,37092.79,1,Changed,Own,Monday,Parking Lot,5,No witness,81,Broker,1,7073.81,9.0,Medium,14686.76,black,10439.65937204008,1,2017,NOV,28
TRAIN_1242,37,Female,Married,24,36293.69,1,Changed,Own,Friday,Parking Lot,0,No witness,3,Phone,1,5073.77,7.0,Large,11455.12,blue,8932.50488822872,0,2017,OCT,21
TRAIN_1243,40,Male,Not married,81,37084.45,0,Changed,Rent,Thursday,Local,2,No witness,71,Online,1,4568.47,4.0,Medium,39650.76,white,19848.422220757362,1,2016,MAR,12
TRAIN_1244,25,Female,Married,90,32174.35,0,Not changed,Rent,Wednesday,Local,1,Witness,97,Online,1,5232.83,6.0,Compact,13842.95,other,12217.09753072352,0,2016,JUN,17
TRAIN_1245,31,Female,Not married,39,34436.5,1,Not changed,Own,Tuesday,Highway,0,No witness,84,Online,1,5227.33,6.0,Large,19659.99,white,7124.201984794639,0,2016,DEC,15
TRAIN_1246,26,Female,Married,87,32602.68,1,Not changed,Own,Friday,Parking Lot,3,No witness,93,Online,1,8640.92,6.0,Compact,24175.69,gray,4670.85526029944,0,2016,SEP,25
TRAIN_1247,49,Male,Married,51,39198.76,1,Not changed,Rent,Monday,Parking Lot,0,No witness,72,Broker,0,5304.89,5.0,Large,22589.11,blue,9499.054708944159,0,2016,JUL,27
TRAIN_1248,59,Female,Married,86,41138.92,1,Not changed,Own,Sunday,Local,0,No witness,100,Broker,1,3501.11,7.0,Medium,35066.6,red,18553.840112408,0,2017,SEP,11
TRAIN_1249,49,Female,Married,51,39185.59,1,Changed,Own,Thursday,Highway,0,No witness,47,Phone,0,2791.14,3.0,Large,10763.34,blue,10602.1934557232,0,2016,APR,16
TRAIN_1250,42,Male,Not married,74,37594.12,1,Changed,Own,Saturday,Parking Lot,0,Witness,68,Phone,1,1713.54,5.0,Compact,15864.91,other,7054.3423213572,0,2017,SEP,17
TRAIN_1251,74,Male,Married,79,43461.27,1,Not changed,Own,Saturday,Local,0,No witness,3,Phone,0,7071.67,3.0,Compact,23065.3,white,12098.767534189119,0,2017,JAN,16
TRAIN_1252,67,Male,Married,79,42434.29,1,Not changed,Rent,Wednesday,Parking Lot,4,Witness,67,Phone,1,4281.52,5.0,Compact,23364.9,silver,15315.0444995912,0,2017,NOV,23
TRAIN_1253,49,Female,Married,52,39220.68,0,Changed,Rent,Saturday,Parking Lot,0,No witness,100,Broker,1,3840.73,7.0,Compact,5602.38,silver,11318.09111863144,0,2017,JUL,16
TRAIN_1254,46,Male,Married,77,38552.72,1,Not changed,Own,Sunday,Parking Lot,0,No witness,50,Broker,1,3209.75,6.0,Compact,14675.09,white,6193.213231694959,0,2016,MAY,17
TRAIN_1255,35,Male,Married,88,35708.29,0,Changed,Rent,Thursday,Highway,0,No witness,51,Phone,1,2457.71,10.0,Large,17828.99,black,6305.91382492312,0,2017,JUL,7
TRAIN_1256,46,Female,Not married,66,38545.63,0,Changed,Own,Saturday,Local,0,No witness,100,Phone,1,2502.8,6.0,Large,6976.71,black,10832.61326117816,0,2016,AUG,1
TRAIN_1257,52,Female,Not married,88,39820.49,1,Not changed,Own,Sunday,Local,0,No witness,22,Broker,0,10660.36,9.0,Compact,22349.26,white,11011.05155043888,0,2016,FEB,15
TRAIN_1258,32,Female,Married,80,34765.37,1,Changed,Own,Friday,Parking Lot,0,No witness,70,Broker,1,1772.04,10.0,Large,15420.25,other,5564.015030268721,1,2017,JAN,8
TRAIN_1259,46,Female,Married,57,38561.83,1,Changed,Own,Thursday,Parking Lot,3,No witness,31,Broker,1,9947.04,5.0,Compact,29627.18,other,13107.67186258016,0,2016,DEC,24
TRAIN_1260,58,Female,Married,88,40957.64,1,Not changed,Own,Thursday,Parking Lot,1,Witness,96,Phone,0,5189.95,8.0,Compact,15821.97,silver,11100.137050990319,0,2016,DEC,17
TRAIN_1261,56,Male,Married,43,40579.86,1,Changed,Own,Monday,Parking Lot,0,No witness,4,Broker,0,3803.8,5.0,Compact,29299.23,other,5860.8755676047995,0,2017,AUG,15
TRAIN_1262,60,Female,Not married,68,41306.04,0,Changed,Own,Friday,Local,0,Witness,6,Broker,1,5429.42,4.0,Medium,37032.83,black,11226.65621110048,0,2017,NOV,25
TRAIN_1263,53,Female,Married,93,40021.8,1,Not changed,Own,Monday,Parking Lot,0,No witness,15,Broker,1,5282.93,6.0,Compact,23400.56,silver,5053.55235023264,0,2017,MAY,9
TRAIN_1264,60,Male,Married,82,41308.06,1,Changed,Rent,Thursday,Local,0,No witness,14,Online,1,7456.45,6.0,Compact,23477.19,white,12121.68656726224,0,2017,JUL,28
TRAIN_1265,46,Male,Married,71,38565.4,1,Not changed,Own,Sunday,Local,0,No witness,8,Phone,1,10008.81,4.0,Compact,12568.87,other,11241.288712539119,0,2017,JUL,3
TRAIN_1266,45,Male,Not married,76,38313.75,1,Not changed,Own,Saturday,Parking Lot,0,No witness,100,Broker,1,2863.7,11.0,Large,11486.21,gray,9154.206895847441,0,2016,JAN,10
TRAIN_1267,38,Female,Married,82,36576.12,1,Changed,Rent,Monday,Highway,0,Witness,0,Phone,0,2796.21,4.0,Large,22241.07,gray,12302.31744314032,0,2016,JUL,20
TRAIN_1268,31,Female,Not married,68,34439.54,1,Changed,Rent,Friday,Highway,0,Witness,45,Broker,0,6224.56,4.0,Compact,17289.4,gray,4304.2921792587995,0,2016,JAN,2
TRAIN_1269,53,Female,Married,65,40029.91,1,Changed,Own,Tuesday,Highway,0,Witness,32,Broker,1,6547.15,3.0,Compact,29766.79,white,20009.461528291842,0,2017,DEC,20
TRAIN_1270,27,Female,Married,91,32985.88,1,Changed,Own,Monday,Local,0,Witness,91,Broker,1,5010.44,10.0,Large,37494.81,gray,7172.48613651928,0,2017,MAR,21
TRAIN_1271,47,Female,Married,74,38761.32,1,Not changed,Rent,Monday,Parking Lot,1,No witness,86,Broker,0,9424.83,5.0,Large,57983.58,black,5239.371007709839,0,2016,DEC,14
TRAIN_1272,27,Female,Married,77,32991.96,0,Changed,Rent,Thursday,Highway,2,Unknown,97,Phone,0,4401.01,5.0,Medium,13390.09,white,9219.70235560832,1,2017,SEP,1
TRAIN_1273,43,Male,Married,66,37834.79,0,Changed,Rent,Thursday,Parking Lot,0,No witness,21,Phone,1,5932.72,8.0,Large,53135.28,black,10583.79581409832,0,2016,JUL,2
TRAIN_1274,25,Female,Married,29,32179.42,1,Not changed,Rent,Thursday,Highway,0,No witness,1,Online,1,5263.28,6.0,Medium,22287.13,gray,7642.58363725984,0,2016,DEC,10
TRAIN_1275,49,Female,Married,52,39189.65,1,Not changed,Own,Sunday,Parking Lot,0,No witness,100,Broker,0,5142.9,5.0,Medium,17251.36,gray,5603.32265981624,0,2016,OCT,18
TRAIN_1276,58,Female,Not married,15,40952.57,0,Changed,Own,Thursday,Parking Lot,0,No witness,7,Broker,0,4046.26,3.0,Compact,7985.19,gray,17081.8110582576,0,2017,MAR,17
TRAIN_1277,45,Female,Married,79,38310.71,1,Not changed,Rent,Wednesday,Local,0,No witness,1,Phone,0,2875.43,5.0,Medium,14390.1,blue,6584.79600293544,0,2016,DEC,23
TRAIN_1278,59,Female,Married,76,41125.76,1,Changed,Own,Saturday,Parking Lot,0,No witness,29,Broker,0,5616.25,4.0,Compact,29445.43,black,9411.57027475472,0,2017,MAY,28
TRAIN_1279,32,Female,Not married,8,34772.46,1,Not changed,Own,Monday,Parking Lot,0,No witness,2,Phone,0,3871.55,6.0,Compact,12864.62,black,17251.464676613523,0,2017,DEC,5
TRAIN_1280,49,Male,Married,88,39200.42,0,Not changed,Rent,Monday,Local,0,Witness,77,Phone,1,3023.54,3.0,Medium,16759.81,gray,11054.91724434784,0,2017,DEC,5
TRAIN_1281,31,Female,Married,89,34453.71,1,Not changed,Own,Thursday,Local,1,No witness,23,Broker,0,7549.83,5.0,Medium,72872.99,black,15435.63178764176,0,2016,DEC,24
TRAIN_1282,42,Male,Married,81,37601.21,1,Not changed,Own,Tuesday,Local,0,No witness,1,Broker,1,5255.1,5.0,Medium,23514.83,red,5316.51643368032,0,2017,DEC,20
TRAIN_1283,33,Female,Married,78,35093.68,1,Changed,Own,Sunday,Parking Lot,3,No witness,97,Phone,1,2204.16,6.0,Compact,34749.24,red,5116.54793747576,0,2016,SEP,20
TRAIN_1284,65,Male,Married,73,42112.22,0,Changed,Rent,Thursday,Parking Lot,1,No witness,0,Broker,1,3254.89,4.0,Compact,23814.61,blue,3267.00328820616,0,2017,AUG,11
