ID,Age,Height,Weight,Position,PreferredFoot,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Prospect
TRAIN_0256,21,171,64,CAM,Right,Medium,Medium,4.9275,4.0789,5.0,5.6061,4.6053,2.459,4.5455,4.0659,4.0909,6.6265,4.3678,6.413,6.4368,6.2222,6.7857,6.6292,7.1084,4.6341,8.5526,3.5938,8.2667,5.0,4.9315,5.679,0.9859,5.6322,5.2941,5.1136,5.4255,5.4762,5.6977,5.5422,4.7191,5.7471,5.8333,0.5682,0.5682,1.0989,0.4494,1.3636,4.7945,5.7895,5.5263,5.5263,5.5263,5.7895,5.8667,5.6757,5.8904,5.6757,5.6338,5.5714,5.6338,5.5714,4.7222,5.5714,0.75,1
TRAIN_0257,19,187,84,ST,Left,Medium,Medium,5.7971,5.5263,3.6765,4.697,1.5789,5.7377,5.3409,6.3736,5.1136,5.0602,5.2874,5.8696,3.908,3.6667,4.5238,6.2921,6.747,6.3415,6.1842,3.9062,5.8667,5.3947,5.7534,6.1728,5.9155,5.6322,6.1176,3.1818,5.9574,4.7619,6.2791,4.6988,3.4831,1.1494,0.7143,1.1364,0.5682,0.5495,0.6742,1.25,5.7534,5.7895,5.6579,5.6579,5.6579,5.7895,5.6,5.6757,4.7945,5.6757,4.2254,3.7143,4.2254,3.8571,3.3333,3.8571,0.875,1
TRAIN_0258,21,176,70,CAM,Right,High,Medium,6.8116,6.0526,5.7353,5.9091,6.0526,5.2459,6.0227,6.4835,4.5455,6.988,6.8966,7.0652,7.3563,3.8889,6.6667,6.7416,7.3494,7.3171,7.1053,5.3125,7.7333,6.5789,4.2466,7.037,4.9296,6.4368,5.8824,7.3864,6.383,6.4286,5.0,4.3373,6.2921,6.6667,6.5476,0.5682,0.4545,0.6593,0.4494,1.25,6.3014,6.8421,6.5789,6.5789,6.5789,6.8421,6.8,6.7568,6.8493,6.7568,7.1831,6.8571,7.1831,7.1429,6.25,7.1429,0.75,0
TRAIN_0259,21,190,87,CB,Right,Medium,High,3.6232,1.7105,2.7941,2.7273,6.8421,7.377,2.8409,2.4176,7.2727,5.9036,2.8736,3.6957,2.6437,2.4444,5.2381,6.0674,3.9759,5.122,2.3684,5.3125,3.2,3.0263,3.6986,6.9136,8.169,2.5287,7.0588,6.9318,2.9787,2.381,3.2558,5.3012,6.8539,7.4713,7.1429,1.25,0.4545,0.7692,0.8989,0.9091,3.9726,3.8158,3.8158,3.8158,3.8158,3.8158,3.8667,4.0541,4.7945,4.0541,6.0563,6.5714,6.0563,6.5714,7.0833,6.5714,1.0,0
TRAIN_0260,19,180,77,ST,Right,Medium,Medium,6.6667,5.1316,2.9412,5.0,1.1842,3.6066,4.6591,5.9341,5.3409,4.8193,5.7471,6.3043,4.3678,3.7778,2.9762,6.0674,7.1084,7.3171,6.8421,2.8125,6.4,5.2632,5.6164,4.6914,4.6479,5.1724,2.9412,1.7045,5.1064,3.9286,6.0465,4.5783,1.7978,2.069,1.7857,0.6818,0.5682,1.2088,1.236,1.1364,5.3425,5.6579,5.3947,5.3947,5.3947,5.6579,5.2,5.2703,4.1096,5.2703,3.8028,2.8571,3.8028,3.5714,2.6389,3.5714,0.75,1
TRAIN_0261,19,176,70,LM,Left,High,Medium,5.6522,4.8684,3.9706,5.6061,3.5526,3.7705,5.3409,5.3846,3.5227,5.6627,4.4828,6.8478,5.7471,3.5556,4.881,6.2921,6.747,6.0976,7.6316,3.5938,7.0667,4.6053,3.0137,7.037,3.0986,6.4368,4.2353,5.1136,5.2128,4.4048,5.2326,4.8193,4.382,4.2529,3.2143,1.3636,1.3636,0.4396,0.8989,0.9091,5.0685,5.9211,5.5263,5.5263,5.5263,5.9211,5.6,5.6757,5.3425,5.6757,5.3521,4.7143,5.3521,5.1429,4.0278,5.1429,1.0,1
TRAIN_0262,21,180,71,LM,Left,Medium,Medium,5.6522,3.8158,4.5588,5.0,4.2105,3.7705,5.0,4.6154,5.1136,6.2651,3.7931,6.1957,3.908,3.5556,6.0714,6.5169,6.2651,6.4634,5.9211,3.75,5.8667,4.4737,4.1096,5.4321,3.5211,4.2529,5.1765,5.5682,5.7447,5.5952,3.9535,5.6627,3.9326,5.1724,5.2381,0.7955,1.0227,1.0989,0.6742,0.5682,5.0685,5.6579,5.5263,5.5263,5.5263,5.6579,5.7333,5.8108,5.7534,5.8108,5.6338,5.4286,5.6338,5.5714,4.8611,5.5714,0.75,0
TRAIN_0263,19,181,70,CDM,Left,Medium,Medium,5.6522,3.5526,5.2941,5.303,6.3158,5.2459,5.7955,3.7363,5.4545,6.6265,3.6782,6.1957,6.4368,4.3333,6.7857,6.7416,6.506,6.3415,6.7105,5.0,5.0667,4.8684,4.3836,6.2963,4.9296,4.7126,6.4706,6.3636,5.2128,5.8333,3.9535,6.0241,6.7416,6.8966,7.2619,0.6818,1.0227,1.3187,0.6742,1.1364,5.0685,5.9211,5.5263,5.5263,5.5263,5.9211,5.8667,5.9459,6.1644,5.9459,6.7606,6.7143,6.7606,6.8571,6.3889,6.8571,1.0,1
TRAIN_0264,21,174,71,RB,Right,Medium,Medium,5.7971,3.2895,4.4118,5.0,6.5789,6.7213,6.7045,3.6264,5.7955,5.4217,4.023,6.087,4.1379,4.5556,5.2381,6.6292,6.6265,6.4634,5.5263,5.3125,6.6667,3.6842,5.8904,7.037,6.7606,4.2529,6.8235,7.2727,5.8511,4.881,5.1163,4.8193,6.8539,6.8966,7.381,0.6818,1.0227,1.0989,0.8989,1.3636,5.0685,5.7895,5.3947,5.3947,5.3947,5.7895,5.4667,5.9459,5.7534,5.9459,7.0423,6.5714,7.0423,7.1429,6.8056,7.1429,1.125,0
TRAIN_0265,20,177,65,ST,Right,Medium,Medium,5.7971,6.3158,4.8529,5.4545,2.6316,3.6066,5.3409,6.9231,5.9091,6.1446,6.3218,6.5217,5.6322,5.7778,5.5952,6.2921,6.6265,6.3415,7.5,4.0625,7.6,6.1842,6.3014,5.3086,3.0986,6.7816,5.1765,3.0682,5.9574,5.7143,6.3953,5.6627,3.1461,3.5632,3.0952,0.6818,0.6818,0.6593,0.7865,0.7955,6.0274,6.3158,6.1842,6.1842,6.1842,6.3158,6.1333,5.9459,5.6164,5.9459,4.7887,4.4286,4.7887,4.5714,3.8889,4.5714,0.75,0
TRAIN_0266,19,171,67,CAM,Right,Medium,Medium,5.0725,5.0,4.1176,4.3939,5.3947,4.4262,3.8636,5.7143,5.7955,5.7831,4.2529,5.9783,4.1379,4.4444,5.4762,5.618,5.6627,5.9756,5.7895,3.9062,6.2667,5.0,6.7123,4.9383,4.507,5.7471,5.2941,6.0227,5.7447,6.0714,4.5349,3.6145,5.0562,6.5517,6.4286,0.6818,0.6818,0.6593,1.1236,0.6818,5.3425,5.5263,5.5263,5.5263,5.5263,5.5263,5.6,5.4054,5.6164,5.4054,5.6338,5.5714,5.6338,5.8571,5.6944,5.8571,0.75,0
TRAIN_0267,18,188,78,GK,Left,Medium,Medium,3.913,4.6053,4.1176,3.6364,1.9737,3.9344,0.9091,0.6593,0.7955,1.0843,0.3448,0.2174,0.5747,1.0,0.7143,1.3483,1.9277,1.9512,1.7105,1.7188,1.8667,2.8947,4.9315,1.1111,4.0845,0.4598,1.8824,0.3409,0.2128,1.9048,1.2791,1.8072,0.6742,0.4598,0.4762,6.0227,5.5682,5.6044,5.8427,5.6818,0.274,0.3947,0.3947,0.3947,0.3947,0.3947,0.4,0.2703,0.137,0.2703,0.2817,0.1429,0.2817,0.2857,0.4167,0.2857,5.5,1
TRAIN_0268,18,192,81,GK,Right,Medium,Medium,4.2029,5.0,4.1176,3.6364,2.2368,3.4426,1.1364,0.5495,0.7955,1.3253,0.4598,1.087,0.4598,0.7778,1.3095,1.1236,2.4096,1.8293,1.8421,1.5625,1.8667,2.8947,2.4658,0.1235,4.2254,0.4598,1.5294,1.0227,0.6383,2.9762,0.6977,2.0482,1.0112,0.9195,0.8333,6.25,5.9091,5.6044,5.5056,5.6818,0.411,0.6579,0.6579,0.6579,0.6579,0.6579,0.8,0.5405,0.5479,0.5405,0.4225,0.4286,0.4225,0.4286,0.6944,0.4286,5.5,1
TRAIN_0269,21,176,68,RB,Right,High,Medium,5.3623,3.5526,4.5588,5.4545,6.0526,4.5902,6.4773,4.6154,5.1136,6.0241,3.5632,6.3043,5.5172,3.4444,4.5238,6.5169,7.1084,5.3659,7.6316,4.375,8.6667,2.7632,6.4384,6.1728,3.9437,4.3678,6.1176,6.25,5.9574,5.0,3.3721,5.7831,6.7416,6.6667,6.6667,0.4545,1.0227,0.7692,1.236,0.7955,4.9315,5.9211,5.3947,5.3947,5.3947,5.9211,5.7333,5.8108,5.6164,5.8108,6.6197,6.0,6.6197,6.7143,6.1111,6.7143,0.875,0
TRAIN_0270,17,175,60,CAM,Right,Medium,Medium,5.3623,3.8158,3.3824,3.1818,3.4211,4.2623,3.1818,4.7253,5.0,5.4217,3.3333,5.1087,3.6782,4.1111,5.119,4.7191,6.2651,6.0976,4.7368,2.6562,4.9333,3.6842,4.5205,6.0494,4.0845,4.3678,5.1765,4.4318,5.4255,4.881,3.8372,3.253,3.2584,4.4828,4.5238,0.4545,0.5682,0.6593,0.6742,1.25,4.5205,4.7368,4.7368,4.7368,4.7368,4.7368,4.8,4.7297,4.6575,4.7297,4.6479,4.4286,4.6479,4.7143,4.1667,4.7143,0.625,0
TRAIN_0271,21,178,71,RB,Right,Medium,Medium,4.6377,2.3684,3.3824,5.1515,6.1842,4.0984,5.5682,3.0769,5.7955,5.4217,3.4483,7.0652,3.4483,4.1111,4.0476,5.618,6.1446,4.878,5.1316,4.375,6.8,2.5,5.8904,5.3086,3.662,2.8736,6.0,6.5909,5.3191,3.0952,4.186,4.2169,6.2921,6.8966,7.381,1.0227,0.9091,0.6593,0.3371,1.1364,4.3836,5.1316,4.7368,4.7368,4.7368,5.1316,4.8,5.1351,4.7945,5.1351,6.338,5.7143,6.338,6.4286,6.1111,6.4286,0.875,0
TRAIN_0272,20,181,77,RB,Right,Medium,Medium,6.2319,5.2632,5.1471,4.5455,5.6579,4.4262,6.1364,6.044,6.5909,6.6265,4.8276,6.087,5.6322,4.8889,5.5952,5.618,6.8675,6.8293,6.1842,5.4688,4.6667,4.8684,4.5205,6.2963,4.6479,5.8621,4.1176,6.25,5.9574,5.9524,6.5116,5.4217,5.8427,6.2069,5.8333,0.6818,0.7955,0.5495,0.8989,0.6818,5.8904,6.1842,5.9211,5.9211,5.9211,6.1842,6.0,6.0811,6.0274,6.0811,6.4789,6.0,6.4789,6.5714,5.8333,6.5714,0.875,0
TRAIN_0273,20,192,84,CB,Right,Low,Medium,5.6522,1.9737,1.7647,2.2727,5.9211,7.377,2.9545,2.4176,5.7955,4.0964,3.1034,4.0217,2.9885,3.2222,3.3333,4.8315,6.2651,6.3415,3.0263,2.3438,3.0667,3.9474,6.7123,6.1728,8.3099,2.6437,6.7059,6.1364,2.3404,2.5,3.9535,4.3373,5.8427,6.8966,6.9048,0.7955,0.9091,0.3297,1.1236,0.4545,3.5616,3.5526,3.2895,3.2895,3.2895,3.5526,3.3333,3.6486,3.5616,3.6486,5.3521,5.2857,5.3521,5.8571,6.25,5.8571,0.625,1
TRAIN_0274,19,181,67,RM,Right,High,High,7.5362,3.8158,4.4118,5.303,4.0789,3.9344,5.0,4.6154,4.6591,5.9036,3.908,6.413,4.7126,4.2222,5.4762,6.1798,7.7108,8.1707,8.5526,2.6562,8.0,3.8158,4.9315,6.4198,3.3803,4.3678,4.9412,5.1136,6.383,5.7143,3.7209,4.5783,4.2697,5.0575,4.881,0.9091,1.3636,0.3297,1.1236,0.7955,5.0685,6.0526,5.6579,5.6579,5.6579,6.0526,5.8667,5.9459,5.4795,5.9459,5.6338,5.1429,5.6338,5.5714,4.5833,5.5714,0.875,1
TRAIN_0275,19,184,73,CB,Left,Medium,Medium,6.5217,3.5526,6.1765,6.3636,8.1579,7.2131,6.0227,4.1758,7.7273,7.9518,4.4828,7.1739,5.5172,2.4444,7.5,7.4157,6.8675,7.3171,6.7105,7.1875,5.8667,4.8684,7.2603,7.1605,7.0423,3.908,7.2941,8.2955,4.4681,6.7857,3.8372,7.5904,8.2022,8.3908,8.3333,0.6818,0.9091,1.3187,1.0112,1.25,5.8904,6.5789,6.3158,6.3158,6.3158,6.5789,6.6667,6.7568,7.2603,6.7568,8.169,8.2857,8.169,8.4286,8.3333,8.4286,1.25,0
TRAIN_0276,19,185,68,CB,Right,Medium,Medium,3.3333,2.3684,1.3235,1.6667,6.1842,6.0656,3.0682,2.967,6.0227,3.494,2.8736,3.6957,3.1034,3.3333,2.2619,3.2584,4.6988,4.2683,3.8158,3.4375,4.1333,4.2105,6.7123,4.9383,7.6056,2.5287,5.1765,6.4773,3.1915,2.7381,4.5349,3.8554,5.9551,7.0115,7.5,1.25,0.6818,1.0989,1.1236,1.1364,3.4247,3.1579,3.0263,3.0263,3.0263,3.1579,2.9333,3.1081,3.1507,3.1081,5.0704,4.8571,5.0704,5.5714,6.1111,5.5714,1.0,1
TRAIN_0277,21,182,74,LM,Left,Medium,Medium,6.8116,5.3947,4.7059,5.7576,4.2105,4.0984,6.1364,6.2637,4.3182,6.1446,6.3218,6.7391,5.977,4.1111,5.3571,7.0787,7.4699,7.1951,6.8421,4.8438,7.0667,5.6579,3.9726,5.0617,4.507,5.1724,4.8235,5.1136,5.7447,5.119,5.5814,5.0602,4.1573,5.4023,5.4762,1.25,0.6818,0.8791,1.236,0.4545,5.8904,6.4474,6.1842,6.1842,6.1842,6.4474,6.1333,6.3514,5.7534,6.3514,6.0563,5.4286,6.0563,5.8571,4.8611,5.8571,1.0,0
TRAIN_0278,20,183,80,ST,Right,High,Medium,4.4928,4.8684,2.9412,4.0909,0.6579,4.0984,3.9773,5.3846,4.8864,4.8193,5.2874,5.3261,3.7931,3.0,3.6905,6.0674,5.5422,5.3659,5.3947,3.4375,5.0667,4.7368,6.3014,5.3086,5.493,5.4023,2.2353,1.5909,5.5319,4.5238,6.6279,4.2169,1.573,1.2644,0.7143,0.5682,1.1364,0.7692,0.4494,0.7955,5.0685,5.1316,5.1316,5.1316,5.1316,5.1316,5.0667,4.8649,4.2466,4.8649,3.2394,2.7143,3.2394,3.0,2.3611,3.0,0.625,0
TRAIN_0279,21,174,66,LM,Left,Medium,Medium,8.1159,5.5263,4.4118,6.2121,2.6316,1.8033,6.5909,5.8242,4.8864,5.7831,5.1724,7.5,5.2874,4.2222,4.0476,6.9663,8.3133,8.4146,6.9737,4.0625,7.7333,7.3684,3.5616,3.7037,2.2535,5.0575,2.8235,3.5227,6.8085,5.2381,5.2326,4.3373,3.1461,3.4483,3.3333,0.9091,0.5682,0.8791,0.7865,0.6818,6.1644,6.7105,6.4474,6.4474,6.4474,6.7105,6.2667,6.4865,5.3425,6.4865,5.2113,4.0,5.2113,5.0,3.4722,5.0,0.75,1
TRAIN_0280,20,170,66,CAM,Right,Medium,Medium,4.9275,5.9211,4.8529,5.1515,5.7895,3.9344,3.75,6.1538,4.7727,6.988,3.908,6.1957,3.4483,6.5556,6.7857,6.5169,5.6627,5.8537,6.8421,5.1562,5.8667,7.3684,3.6986,4.6914,4.6479,7.2414,4.3529,6.7045,6.0638,5.8333,3.7209,5.4217,6.1798,6.5517,6.4286,1.25,1.0227,0.8791,1.3483,1.4773,6.0274,6.0526,6.1842,6.1842,6.1842,6.0526,6.4,5.8108,6.4384,5.8108,6.1972,6.2857,6.1972,6.2857,5.8333,6.2857,1.375,0
TRAIN_0281,19,171,62,LM,Left,High,Low,7.5362,4.8684,4.2647,5.6061,0.9211,0.0,6.0227,5.2747,1.8182,5.5422,6.2069,6.8478,6.092,6.4444,4.4048,6.4045,8.0723,7.9268,8.0263,2.0312,8.8,5.0,3.9726,2.0988,0.2817,5.4023,2.5882,2.6136,4.7872,4.5238,6.1628,4.8193,2.2472,1.3793,2.0238,0.7955,0.6818,0.989,1.236,1.25,4.6575,6.0526,5.3947,5.3947,5.3947,6.0526,5.6,5.6757,4.3836,5.6757,4.0845,2.8571,4.0845,3.5714,1.9444,3.5714,0.75,1
TRAIN_0282,18,176,76,RWB,Right,High,Medium,6.9565,1.8421,2.7941,3.7879,5.0,5.2459,4.8864,2.8571,5.3409,4.8193,2.2989,5.2174,2.9885,2.6667,3.6905,5.5056,7.3494,7.439,5.2632,4.2188,4.9333,1.3158,5.6164,5.679,5.7746,2.7586,5.4118,5.6818,4.5745,3.3333,3.9535,4.2169,5.2809,5.7471,5.7143,0.5682,0.7955,1.0989,1.236,1.4773,4.1096,4.8684,4.3421,4.3421,4.3421,4.8684,4.4,4.8649,4.3836,4.8649,5.7746,5.0,5.7746,5.8571,5.4167,5.8571,1.0,1
TRAIN_0283,17,181,74,CDM,Right,Medium,Medium,4.6377,2.2368,3.6765,3.7879,4.4737,3.9344,4.4318,3.1868,3.9773,5.5422,4.1379,5.1087,3.4483,3.2222,5.3571,5.618,5.3012,5.7317,5.6579,2.0312,6.1333,2.3684,5.2055,5.679,3.2394,3.1034,5.6471,5.5682,4.2553,4.5238,1.8605,3.7349,4.8315,5.5172,5.2381,0.7955,1.25,0.989,0.7865,1.25,3.6986,4.6053,4.2105,4.2105,4.2105,4.6053,4.5333,4.5946,4.7945,4.5946,5.2113,5.0,5.2113,5.2857,4.7222,5.2857,0.875,1
TRAIN_0284,19,180,66,CAM,Right,Medium,Medium,7.8261,6.8421,6.4706,7.2727,2.1053,4.7541,6.5909,7.1429,3.9773,7.4699,5.977,7.8261,7.8161,5.1111,6.9048,7.8652,8.0723,8.1707,8.9474,5.3125,8.1333,6.9737,5.0685,7.6543,3.5211,8.046,5.6471,3.0682,6.383,7.381,5.3488,6.8675,2.6966,3.2184,2.381,1.4773,1.1364,1.3187,1.0112,0.7955,6.7123,7.6316,7.3684,7.3684,7.3684,7.6316,7.6,7.5676,6.9863,7.5676,5.7746,5.1429,5.7746,5.2857,3.6111,5.2857,1.25,0
TRAIN_0285,19,179,68,RM,Right,High,Medium,6.2319,4.6053,4.5588,5.1515,3.0263,3.2787,5.9091,5.8242,2.9545,6.3855,4.1379,6.413,4.2529,4.0,4.5238,6.5169,6.988,6.7073,5.9211,3.2812,6.1333,4.7368,2.8767,5.8025,3.3803,4.5977,3.4118,3.1818,5.1064,5.2381,4.0698,5.1807,3.5955,4.5977,3.9286,0.4545,0.9091,1.4286,1.236,1.25,5.0685,5.9211,5.6579,5.6579,5.6579,5.9211,5.7333,5.9459,5.2055,5.9459,5.2113,4.4286,5.2113,5.0,3.6111,5.0,0.875,1
TRAIN_0286,20,185,73,CB,Right,Medium,High,5.6522,1.9737,3.3824,2.1212,6.3158,6.7213,4.7727,2.7473,6.3636,6.2651,2.9885,2.7174,3.3333,2.2222,4.881,5.3933,6.1446,6.4634,4.6053,4.5312,4.2667,2.7632,6.8493,6.9136,6.7606,2.2989,6.5882,6.4773,4.7872,2.7381,2.907,3.9759,6.7416,6.8966,6.9048,1.3636,1.3636,0.5495,0.6742,1.4773,4.1096,4.2105,3.9474,3.9474,3.9474,4.2105,4.1333,4.4595,4.6575,4.4595,6.338,6.1429,6.338,6.7143,6.6667,6.7143,1.25,0
TRAIN_0287,20,180,75,GK,Right,Medium,Medium,3.913,5.5263,4.7059,4.0909,1.1842,3.9344,0.7955,0.2198,1.0227,1.5663,0.3448,0.9783,0.6897,0.6667,2.2619,1.3483,1.9277,0.122,1.3158,4.8438,3.7333,3.2895,4.7945,1.2346,2.6761,0.1149,1.1765,1.25,0.6383,2.5,1.1628,2.5301,0.2247,0.5747,0.9524,6.0227,6.3636,6.044,5.8427,6.0227,0.5479,0.6579,0.7895,0.7895,0.7895,0.6579,0.8,0.6757,0.9589,0.6757,0.7042,0.7143,0.7042,0.5714,0.5556,0.5714,6.0,0
TRAIN_0288,20,185,72,GK,Right,Medium,Medium,4.6377,6.0526,5.1471,4.697,1.0526,4.5902,0.9091,0.4396,0.6818,1.8072,0.3448,0.2174,0.6897,0.7778,2.7381,1.6854,1.0843,0.9756,0.6579,2.8125,1.7333,3.5526,3.6986,0.9877,4.3662,0.2299,1.7647,1.1364,0.2128,3.2143,1.3953,1.6867,0.4494,0.6897,0.5952,6.5909,6.8182,6.3736,6.2921,6.4773,0.411,0.5263,0.6579,0.6579,0.6579,0.5263,0.8,0.5405,0.9589,0.5405,0.5634,0.8571,0.5634,0.4286,0.6944,0.4286,6.25,0
TRAIN_0289,21,180,70,RB,Right,Medium,Medium,5.2174,3.0263,3.3824,4.0909,5.6579,5.082,5.7955,3.1868,5.2273,5.3012,4.3678,5.5435,3.6782,3.5556,3.4524,5.618,6.506,5.4878,5.2632,4.0625,6.0,3.6842,5.3425,5.4321,5.2113,4.4828,6.2353,5.7955,5.3191,3.6905,3.7209,3.6145,6.1798,6.5517,6.5476,0.9091,0.9091,0.5495,1.236,0.5682,4.5205,5.0,4.7368,4.7368,4.7368,5.0,4.6667,5.0,4.6575,5.0,6.0563,5.4286,6.0563,6.1429,5.8333,6.1429,0.875,0
TRAIN_0290,20,178,70,RM,Right,Medium,Low,6.9565,5.7895,5.5882,6.3636,2.8947,4.5902,6.5909,6.7033,4.4318,6.2651,7.2414,7.5,7.2414,6.1111,5.4762,6.8539,7.2289,7.561,8.8158,5.1562,6.2667,4.6053,3.4247,6.9136,5.493,5.977,2.4706,3.4091,6.383,6.7857,6.2791,4.2169,3.1461,4.3678,3.2143,1.0227,0.9091,0.989,0.3371,1.0227,6.1644,6.9737,6.5789,6.5789,6.5789,6.9737,6.8,6.8919,6.1644,6.8919,5.6338,4.8571,5.6338,5.2857,3.8889,5.2857,0.875,0
TRAIN_0291,18,182,73,ST,Left,High,Medium,7.6812,6.8421,5.1471,7.2727,1.4474,4.2623,6.25,7.3626,6.8182,7.1084,5.6322,8.4783,4.2529,5.1111,4.2857,7.7528,8.3133,7.8049,6.9737,5.4688,6.4,6.8421,5.0685,5.679,5.3521,7.0115,2.7059,2.0455,7.1277,5.9524,6.7442,6.0241,2.2472,1.8391,1.6667,0.7955,0.4545,0.4396,0.5618,0.5682,7.2603,7.6316,7.3684,7.3684,7.3684,7.6316,7.3333,7.2973,6.1644,7.2973,5.0704,4.0,5.0704,4.5714,3.3333,4.5714,0.75,1
TRAIN_0292,21,186,74,CAM,Right,Medium,Low,7.1014,8.2895,8.2353,7.8788,2.5,5.5738,8.5227,7.6923,6.0227,8.3133,9.0805,8.4783,9.6552,9.2222,8.3333,8.764,7.7108,7.561,7.7632,7.1875,5.7333,9.0789,6.4384,7.4074,6.1972,9.5402,3.5294,3.2955,7.234,8.3333,8.4884,8.0723,3.5955,2.7586,2.2619,0.9091,0.9091,1.2088,0.8989,0.4545,7.9452,8.5526,8.2895,8.2895,8.2895,8.5526,8.5333,8.3784,7.9452,8.3784,6.338,5.7143,6.338,5.8571,4.3056,5.8571,1.125,0
TRAIN_0293,21,185,78,CB,Right,Low,High,6.8116,3.2895,3.3824,4.5455,6.3158,7.377,3.2955,3.5165,6.8182,5.7831,3.3333,5.4348,3.908,2.6667,5.4762,5.9551,7.4699,7.3171,6.1842,4.6875,7.7333,5.1316,7.1233,7.7778,7.0423,3.7931,7.2941,7.1591,4.5745,4.1667,5.1163,6.0241,5.9551,6.8966,7.0238,0.6818,0.9091,0.3297,1.3483,0.6818,5.0685,5.1316,5.0,5.0,5.0,5.1316,5.0667,5.2703,5.4795,5.2703,6.4789,6.4286,6.4789,6.8571,6.8056,6.8571,0.875,0
TRAIN_0294,20,170,69,LM,Left,Medium,Medium,7.6812,5.2632,5.1471,5.6061,1.4474,2.1311,6.4773,5.6044,4.2045,6.1446,5.1724,6.8478,5.5172,4.5556,5.9524,6.4045,7.5904,8.4146,7.5,3.9062,8.1333,5.9211,4.9315,4.4444,2.1127,5.4023,3.0588,2.0455,6.2766,5.9524,6.7442,4.9398,2.6966,2.069,2.0238,0.5682,1.1364,1.0989,0.6742,1.1364,5.6164,6.4474,6.1842,6.1842,6.1842,6.4474,6.2667,6.3514,5.4795,6.3514,4.6479,3.7143,4.6479,4.2857,2.6389,4.2857,0.875,0
TRAIN_0295,18,189,78,CAM,Right,High,Medium,6.9565,5.6579,5.0,5.4545,4.0789,5.7377,5.0,6.1538,5.1136,6.2651,5.1724,6.6304,5.7471,5.4444,6.0714,6.2921,7.2289,7.561,6.5789,4.5312,6.6667,6.1842,4.7945,6.0494,6.4789,6.3218,4.9412,4.7727,6.1702,6.1905,5.3488,6.3855,4.4944,4.9425,3.9286,1.0227,1.1364,0.5495,0.4494,0.9091,6.0274,6.3158,6.1842,6.1842,6.1842,6.3158,6.2667,6.2162,6.0274,6.2162,5.6338,5.4286,5.6338,5.5714,5.0,5.5714,0.875,1
TRAIN_0296,20,168,69,RM,Right,Medium,Low,7.3913,5.0,5.2941,5.7576,2.1053,3.2787,5.5682,5.8242,3.1818,6.506,4.3678,7.1739,5.8621,5.4444,6.0714,6.4045,7.9518,7.6829,5.5263,5.3125,9.0667,5.3947,5.3425,7.1605,1.2676,5.2874,6.0,2.6136,5.8511,6.6667,4.6512,5.3012,3.1461,3.1034,3.6905,1.4773,1.25,0.8791,0.8989,0.7955,5.4795,6.5789,6.3158,6.3158,6.3158,6.5789,6.5333,6.6216,6.0274,6.6216,5.3521,4.5714,5.3521,5.0,3.3333,5.0,1.125,1
TRAIN_0297,19,186,79,LWB,Left,Medium,High,5.6522,3.2895,5.1471,5.4545,5.9211,5.7377,6.5909,3.2967,5.4545,6.2651,4.2529,6.8478,6.5517,4.0,5.7143,6.7416,6.1446,6.5854,5.3947,5.0,4.9333,4.3421,4.5205,6.1728,6.6197,4.7126,4.8235,6.4773,4.8936,5.9524,4.5349,4.6988,6.4045,6.3218,6.4286,1.25,0.9091,1.3187,1.4607,0.5682,5.0685,5.9211,5.5263,5.5263,5.5263,5.9211,5.8667,6.0811,6.0274,6.0811,6.7606,6.2857,6.7606,6.7143,6.1111,6.7143,1.125,1
TRAIN_0298,19,173,64,CAM,Right,Medium,Medium,4.4928,3.5526,3.8235,3.9394,2.8947,1.9672,3.6364,4.0659,3.6364,5.7831,4.023,5.0,4.7126,4.4444,5.9524,5.3933,5.1807,5.4878,6.7105,2.8125,8.2667,4.4737,3.6986,3.4568,2.3944,4.1379,3.4118,2.5,4.6809,4.7619,4.5349,4.4578,3.8202,4.023,5.0,0.5682,1.3636,1.3187,0.5618,1.0227,4.1096,4.7368,4.6053,4.6053,4.6053,4.7368,4.8,4.5946,4.6575,4.5946,4.2254,4.0,4.2254,4.1429,3.4722,4.1429,0.75,1
TRAIN_0299,19,178,74,CAM,Right,Medium,Medium,6.2319,6.0526,3.9706,5.9091,0.3947,2.1311,4.5455,6.9231,2.5,5.6627,5.7471,6.9565,4.8276,4.1111,5.2381,7.0787,7.1084,6.7073,6.5789,3.4375,8.1333,6.7105,2.7397,3.8272,3.0986,5.7471,2.7059,2.3864,6.383,4.881,4.3023,4.5783,1.6854,0.5747,1.1905,0.9091,0.3409,0.989,0.5618,0.4545,5.7534,6.3158,6.1842,6.1842,6.1842,6.3158,6.1333,5.9459,5.0685,5.9459,3.8028,3.1429,3.8028,3.2857,1.9444,3.2857,0.5,0
